,value_time,variable_name,nws_lid,measurement_unit,value,elevation
1154,2024-09-20 14:05:00+00:00,stage height,BFCN7,ft,1.33,2075.73
1155,2024-09-20 14:35:00+00:00,stage height,BFCN7,ft,1.32,2075.72
1156,2024-09-20 15:05:00+00:00,stage height,BFCN7,ft,1.31,2075.71
1157,2024-09-20 15:35:00+00:00,stage height,BFCN7,ft,1.3,2075.7
1158,2024-09-20 16:05:00+00:00,stage height,BFCN7,ft,1.29,2075.69
1159,2024-09-20 16:35:00+00:00,stage height,BFCN7,ft,1.28,2075.68
1160,2024-09-20 17:05:00+00:00,stage height,BFCN7,ft,1.28,2075.68
1161,2024-09-20 17:35:00+00:00,stage height,BFCN7,ft,1.29,2075.69
1162,2024-09-20 18:05:00+00:00,stage height,BFCN7,ft,1.29,2075.69
1163,2024-09-20 18:35:00+00:00,stage height,BFCN7,ft,1.28,2075.68
1164,2024-09-20 19:05:00+00:00,stage height,BFCN7,ft,1.28,2075.68
1165,2024-09-20 19:35:00+00:00,stage height,BFCN7,ft,1.27,2075.67
1166,2024-09-20 20:05:00+00:00,stage height,BFCN7,ft,1.26,2075.66
1167,2024-09-20 20:35:00+00:00,stage height,BFCN7,ft,1.25,2075.65
1168,2024-09-20 21:05:00+00:00,stage height,BFCN7,ft,1.24,2075.64
1169,2024-09-20 21:35:00+00:00,stage height,BFCN7,ft,1.23,2075.63
1170,2024-09-20 22:05:00+00:00,stage height,BFCN7,ft,1.22,2075.6199
1171,2024-09-20 22:35:00+00:00,stage height,BFCN7,ft,1.2,2075.5999
1172,2024-09-20 23:05:00+00:00,stage height,BFCN7,ft,1.19,2075.5898
1173,2024-09-20 23:35:00+00:00,stage height,BFCN7,ft,1.17,2075.5698
1174,2024-09-21 00:05:00+00:00,stage height,BFCN7,ft,1.15,2075.5498
1175,2024-09-21 00:35:00+00:00,stage height,BFCN7,ft,1.14,2075.5398
1176,2024-09-21 01:05:00+00:00,stage height,BFCN7,ft,1.12,2075.52
1177,2024-09-21 01:35:00+00:00,stage height,BFCN7,ft,1.11,2075.51
1178,2024-09-21 02:05:00+00:00,stage height,BFCN7,ft,1.1,2075.5
1179,2024-09-21 02:35:00+00:00,stage height,BFCN7,ft,1.09,2075.49
1180,2024-09-21 03:05:00+00:00,stage height,BFCN7,ft,1.08,2075.48
1181,2024-09-21 03:35:00+00:00,stage height,BFCN7,ft,1.07,2075.47
1182,2024-09-21 04:05:00+00:00,stage height,BFCN7,ft,1.05,2075.45
1183,2024-09-21 04:35:00+00:00,stage height,BFCN7,ft,1.04,2075.44
1184,2024-09-21 05:05:00+00:00,stage height,BFCN7,ft,1.03,2075.43
1185,2024-09-21 05:35:00+00:00,stage height,BFCN7,ft,1.03,2075.43
1186,2024-09-21 06:05:00+00:00,stage height,BFCN7,ft,1.02,2075.42
1187,2024-09-21 06:35:00+00:00,stage height,BFCN7,ft,1.02,2075.42
1188,2024-09-21 07:05:00+00:00,stage height,BFCN7,ft,1.02,2075.42
1189,2024-09-21 07:35:00+00:00,stage height,BFCN7,ft,1.01,2075.41
1190,2024-09-21 08:05:00+00:00,stage height,BFCN7,ft,1.01,2075.41
1191,2024-09-21 08:35:00+00:00,stage height,BFCN7,ft,1.0,2075.4
1192,2024-09-21 09:05:00+00:00,stage height,BFCN7,ft,1.0,2075.4
1193,2024-09-21 09:35:00+00:00,stage height,BFCN7,ft,1.0,2075.4
1194,2024-09-21 10:05:00+00:00,stage height,BFCN7,ft,1.0,2075.4
1195,2024-09-21 10:35:00+00:00,stage height,BFCN7,ft,1.0,2075.4
1196,2024-09-21 11:05:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1197,2024-09-21 11:35:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1198,2024-09-21 12:05:00+00:00,stage height,BFCN7,ft,0.98,2075.38
1199,2024-09-21 12:35:00+00:00,stage height,BFCN7,ft,0.98,2075.38
1200,2024-09-21 13:05:00+00:00,stage height,BFCN7,ft,0.98,2075.38
1201,2024-09-21 13:35:00+00:00,stage height,BFCN7,ft,0.98,2075.38
1202,2024-09-21 14:05:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1203,2024-09-21 14:35:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1204,2024-09-21 15:05:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1205,2024-09-21 15:35:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1206,2024-09-21 16:05:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1207,2024-09-21 16:35:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1208,2024-09-21 17:05:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1209,2024-09-21 17:35:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1210,2024-09-21 18:05:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1211,2024-09-21 18:35:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1212,2024-09-21 19:05:00+00:00,stage height,BFCN7,ft,0.98,2075.38
1213,2024-09-21 19:35:00+00:00,stage height,BFCN7,ft,0.98,2075.38
1214,2024-09-21 20:05:00+00:00,stage height,BFCN7,ft,0.98,2075.38
1215,2024-09-21 20:35:00+00:00,stage height,BFCN7,ft,0.97,2075.3699
1216,2024-09-21 21:05:00+00:00,stage height,BFCN7,ft,0.97,2075.3699
1217,2024-09-21 21:35:00+00:00,stage height,BFCN7,ft,0.97,2075.3699
1218,2024-09-21 22:05:00+00:00,stage height,BFCN7,ft,0.96,2075.3599
1219,2024-09-21 22:35:00+00:00,stage height,BFCN7,ft,0.96,2075.3599
1220,2024-09-21 23:05:00+00:00,stage height,BFCN7,ft,0.95,2075.3499
1221,2024-09-21 23:35:00+00:00,stage height,BFCN7,ft,0.95,2075.3499
1222,2024-09-22 00:05:00+00:00,stage height,BFCN7,ft,0.95,2075.3499
1223,2024-09-22 00:35:00+00:00,stage height,BFCN7,ft,0.94,2075.3398
1224,2024-09-22 01:05:00+00:00,stage height,BFCN7,ft,0.94,2075.3398
1225,2024-09-22 01:35:00+00:00,stage height,BFCN7,ft,0.94,2075.3398
1226,2024-09-22 02:05:00+00:00,stage height,BFCN7,ft,0.93,2075.3298
1227,2024-09-22 02:35:00+00:00,stage height,BFCN7,ft,0.93,2075.3298
1228,2024-09-22 03:05:00+00:00,stage height,BFCN7,ft,0.93,2075.3298
1229,2024-09-22 03:35:00+00:00,stage height,BFCN7,ft,0.92,2075.3198
1230,2024-09-22 04:05:00+00:00,stage height,BFCN7,ft,0.92,2075.3198
1231,2024-09-22 04:35:00+00:00,stage height,BFCN7,ft,0.92,2075.3198
1232,2024-09-22 05:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1233,2024-09-22 05:35:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1234,2024-09-22 06:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1235,2024-09-22 06:35:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1236,2024-09-22 07:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1237,2024-09-22 07:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1238,2024-09-22 08:05:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1239,2024-09-22 08:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1240,2024-09-22 09:05:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1241,2024-09-22 09:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1242,2024-09-22 10:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1243,2024-09-22 10:35:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1244,2024-09-22 11:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1245,2024-09-22 11:35:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1246,2024-09-22 12:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1247,2024-09-22 12:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1248,2024-09-22 13:05:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1249,2024-09-22 13:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1250,2024-09-22 14:05:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1251,2024-09-22 14:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1252,2024-09-22 15:05:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1253,2024-09-22 15:35:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1254,2024-09-22 16:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1255,2024-09-22 16:35:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1256,2024-09-22 17:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1257,2024-09-22 17:35:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1258,2024-09-22 18:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1259,2024-09-22 18:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1260,2024-09-22 19:05:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1261,2024-09-22 19:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1262,2024-09-22 20:05:00+00:00,stage height,BFCN7,ft,0.89,2075.2898
1263,2024-09-22 20:35:00+00:00,stage height,BFCN7,ft,0.89,2075.2898
1264,2024-09-22 21:05:00+00:00,stage height,BFCN7,ft,0.88,2075.2798
1265,2024-09-22 21:35:00+00:00,stage height,BFCN7,ft,0.88,2075.2798
1266,2024-09-22 22:05:00+00:00,stage height,BFCN7,ft,0.88,2075.2798
1267,2024-09-22 22:35:00+00:00,stage height,BFCN7,ft,0.88,2075.2798
1268,2024-09-22 23:05:00+00:00,stage height,BFCN7,ft,0.87,2075.27
1269,2024-09-22 23:35:00+00:00,stage height,BFCN7,ft,0.87,2075.27
1270,2024-09-23 00:05:00+00:00,stage height,BFCN7,ft,0.87,2075.27
1271,2024-09-23 00:35:00+00:00,stage height,BFCN7,ft,0.87,2075.27
1272,2024-09-23 01:05:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1273,2024-09-23 01:35:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1274,2024-09-23 02:05:00+00:00,stage height,BFCN7,ft,0.87,2075.27
1275,2024-09-23 02:35:00+00:00,stage height,BFCN7,ft,0.87,2075.27
1276,2024-09-23 03:05:00+00:00,stage height,BFCN7,ft,0.87,2075.27
1277,2024-09-23 03:35:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1278,2024-09-23 04:05:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1279,2024-09-23 04:35:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1280,2024-09-23 05:05:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1281,2024-09-23 05:35:00+00:00,stage height,BFCN7,ft,0.85,2075.25
1282,2024-09-23 06:05:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1283,2024-09-23 06:35:00+00:00,stage height,BFCN7,ft,0.83,2075.23
1284,2024-09-23 07:05:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1285,2024-09-23 07:35:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1286,2024-09-23 08:05:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1287,2024-09-23 08:35:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1288,2024-09-23 09:05:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1289,2024-09-23 09:35:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1290,2024-09-23 10:05:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1291,2024-09-23 10:35:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1292,2024-09-23 11:05:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1293,2024-09-23 11:35:00+00:00,stage height,BFCN7,ft,0.84,2075.24
1294,2024-09-23 12:05:00+00:00,stage height,BFCN7,ft,0.85,2075.25
1295,2024-09-23 12:35:00+00:00,stage height,BFCN7,ft,0.85,2075.25
1296,2024-09-23 13:05:00+00:00,stage height,BFCN7,ft,0.85,2075.25
1297,2024-09-23 13:35:00+00:00,stage height,BFCN7,ft,0.85,2075.25
1298,2024-09-23 14:05:00+00:00,stage height,BFCN7,ft,0.85,2075.25
1299,2024-09-23 14:35:00+00:00,stage height,BFCN7,ft,0.85,2075.25
1300,2024-09-23 15:05:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1301,2024-09-23 15:35:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1302,2024-09-23 16:05:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1303,2024-09-23 16:35:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1304,2024-09-23 17:05:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1305,2024-09-23 17:35:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1306,2024-09-23 18:05:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1307,2024-09-23 18:35:00+00:00,stage height,BFCN7,ft,0.86,2075.26
1308,2024-09-23 19:05:00+00:00,stage height,BFCN7,ft,0.87,2075.27
1309,2024-09-23 19:35:00+00:00,stage height,BFCN7,ft,0.87,2075.27
1310,2024-09-23 20:05:00+00:00,stage height,BFCN7,ft,0.92,2075.3198
1311,2024-09-23 20:35:00+00:00,stage height,BFCN7,ft,1.03,2075.43
1312,2024-09-23 21:05:00+00:00,stage height,BFCN7,ft,1.09,2075.49
1313,2024-09-23 21:35:00+00:00,stage height,BFCN7,ft,1.1,2075.5
1314,2024-09-23 22:05:00+00:00,stage height,BFCN7,ft,1.08,2075.48
1315,2024-09-23 22:35:00+00:00,stage height,BFCN7,ft,1.04,2075.44
1316,2024-09-23 23:05:00+00:00,stage height,BFCN7,ft,1.01,2075.41
1317,2024-09-23 23:35:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1318,2024-09-24 00:05:00+00:00,stage height,BFCN7,ft,0.97,2075.3699
1319,2024-09-24 00:35:00+00:00,stage height,BFCN7,ft,0.96,2075.3599
1320,2024-09-24 01:05:00+00:00,stage height,BFCN7,ft,0.95,2075.3499
1321,2024-09-24 01:35:00+00:00,stage height,BFCN7,ft,0.94,2075.3398
1322,2024-09-24 02:05:00+00:00,stage height,BFCN7,ft,0.93,2075.3298
1323,2024-09-24 02:35:00+00:00,stage height,BFCN7,ft,0.93,2075.3298
1324,2024-09-24 03:05:00+00:00,stage height,BFCN7,ft,0.93,2075.3298
1325,2024-09-24 03:35:00+00:00,stage height,BFCN7,ft,0.93,2075.3298
1326,2024-09-24 04:05:00+00:00,stage height,BFCN7,ft,0.93,2075.3298
1327,2024-09-24 04:35:00+00:00,stage height,BFCN7,ft,0.92,2075.3198
1328,2024-09-24 05:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1329,2024-09-24 05:35:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1330,2024-09-24 06:05:00+00:00,stage height,BFCN7,ft,0.91,2075.3098
1331,2024-09-24 06:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1332,2024-09-24 07:05:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1333,2024-09-24 07:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1334,2024-09-24 08:05:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1335,2024-09-24 08:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1336,2024-09-24 09:05:00+00:00,stage height,BFCN7,ft,0.89,2075.2898
1337,2024-09-24 09:35:00+00:00,stage height,BFCN7,ft,0.89,2075.2898
1338,2024-09-24 10:05:00+00:00,stage height,BFCN7,ft,0.89,2075.2898
1339,2024-09-24 10:35:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1340,2024-09-24 11:05:00+00:00,stage height,BFCN7,ft,0.9,2075.2998
1341,2024-09-24 11:35:00+00:00,stage height,BFCN7,ft,0.92,2075.3198
1342,2024-09-24 12:05:00+00:00,stage height,BFCN7,ft,0.97,2075.3699
1343,2024-09-24 12:35:00+00:00,stage height,BFCN7,ft,0.99,2075.39
1344,2024-09-24 13:05:00+00:00,stage height,BFCN7,ft,1.02,2075.42
1345,2024-09-24 13:35:00+00:00,stage height,BFCN7,ft,1.09,2075.49
1346,2024-09-24 14:05:00+00:00,stage height,BFCN7,ft,1.13,2075.5298
1347,2024-09-24 14:35:00+00:00,stage height,BFCN7,ft,1.13,2075.5298
1348,2024-09-24 15:05:00+00:00,stage height,BFCN7,ft,1.12,2075.52
1349,2024-09-24 15:35:00+00:00,stage height,BFCN7,ft,1.11,2075.51
1350,2024-09-24 16:05:00+00:00,stage height,BFCN7,ft,1.09,2075.49
1351,2024-09-24 16:35:00+00:00,stage height,BFCN7,ft,1.06,2075.46
1352,2024-09-24 17:05:00+00:00,stage height,BFCN7,ft,1.05,2075.45
1353,2024-09-24 17:35:00+00:00,stage height,BFCN7,ft,1.03,2075.43
1354,2024-09-24 18:05:00+00:00,stage height,BFCN7,ft,1.03,2075.43
1355,2024-09-24 18:35:00+00:00,stage height,BFCN7,ft,1.05,2075.45
1356,2024-09-24 19:05:00+00:00,stage height,BFCN7,ft,1.08,2075.48
1357,2024-09-24 19:35:00+00:00,stage height,BFCN7,ft,1.11,2075.51
1358,2024-09-24 20:05:00+00:00,stage height,BFCN7,ft,1.12,2075.52
1359,2024-09-24 20:35:00+00:00,stage height,BFCN7,ft,1.13,2075.5298
1360,2024-09-24 21:05:00+00:00,stage height,BFCN7,ft,1.13,2075.5298
1361,2024-09-24 21:35:00+00:00,stage height,BFCN7,ft,1.13,2075.5298
1362,2024-09-24 22:05:00+00:00,stage height,BFCN7,ft,1.12,2075.52
1363,2024-09-24 22:35:00+00:00,stage height,BFCN7,ft,1.12,2075.52
1364,2024-09-24 23:05:00+00:00,stage height,BFCN7,ft,1.11,2075.51
1365,2024-09-24 23:35:00+00:00,stage height,BFCN7,ft,1.13,2075.5298
1366,2024-09-25 00:05:00+00:00,stage height,BFCN7,ft,1.16,2075.5598
1367,2024-09-25 00:30:00+00:00,stage height,BFCN7,ft,1.27,2075.67
1368,2024-09-25 00:35:00+00:00,stage height,BFCN7,ft,1.31,2075.71
1369,2024-09-25 00:45:00+00:00,stage height,BFCN7,ft,1.43,2075.8298
1370,2024-09-25 00:55:00+00:00,stage height,BFCN7,ft,1.53,2075.93
1371,2024-09-25 01:05:00+00:00,stage height,BFCN7,ft,1.59,2075.99
1372,2024-09-25 01:35:00+00:00,stage height,BFCN7,ft,1.7,2076.0999
1373,2024-09-25 01:55:00+00:00,stage height,BFCN7,ft,1.8,2076.2
1374,2024-09-25 02:05:00+00:00,stage height,BFCN7,ft,1.92,2076.3198
1375,2024-09-25 02:15:00+00:00,stage height,BFCN7,ft,2.02,2076.42
1376,2024-09-25 02:30:00+00:00,stage height,BFCN7,ft,2.13,2076.5298
1377,2024-09-25 02:35:00+00:00,stage height,BFCN7,ft,2.19,2076.5898
1378,2024-09-25 02:50:00+00:00,stage height,BFCN7,ft,2.29,2076.69
1379,2024-09-25 03:05:00+00:00,stage height,BFCN7,ft,2.36,2076.76
1380,2024-09-25 03:35:00+00:00,stage height,BFCN7,ft,2.4,2076.7998
1381,2024-09-25 04:05:00+00:00,stage height,BFCN7,ft,2.34,2076.74
1382,2024-09-25 04:35:00+00:00,stage height,BFCN7,ft,2.32,2076.72
1383,2024-09-25 04:55:00+00:00,stage height,BFCN7,ft,2.42,2076.8198
1384,2024-09-25 05:00:00+00:00,stage height,BFCN7,ft,2.53,2076.93
1385,2024-09-25 05:05:00+00:00,stage height,BFCN7,ft,2.62,2077.02
1386,2024-09-25 05:10:00+00:00,stage height,BFCN7,ft,2.73,2077.13
1387,2024-09-25 05:15:00+00:00,stage height,BFCN7,ft,2.85,2077.25
1388,2024-09-25 05:20:00+00:00,stage height,BFCN7,ft,2.97,2077.3699
1389,2024-09-25 05:25:00+00:00,stage height,BFCN7,ft,3.19,2077.5898
1390,2024-09-25 05:30:00+00:00,stage height,BFCN7,ft,3.31,2077.71
1391,2024-09-25 05:35:00+00:00,stage height,BFCN7,ft,3.48,2077.88
1392,2024-09-25 05:40:00+00:00,stage height,BFCN7,ft,3.6,2078.0
1393,2024-09-25 05:45:00+00:00,stage height,BFCN7,ft,3.71,2078.1099
1394,2024-09-25 05:50:00+00:00,stage height,BFCN7,ft,3.94,2078.3398
1395,2024-09-25 05:55:00+00:00,stage height,BFCN7,ft,4.05,2078.45
1396,2024-09-25 06:00:00+00:00,stage height,BFCN7,ft,4.17,2078.5698
1397,2024-09-25 06:05:00+00:00,stage height,BFCN7,ft,4.27,2078.67
1398,2024-09-25 06:10:00+00:00,stage height,BFCN7,ft,4.39,2078.7898
1399,2024-09-25 06:20:00+00:00,stage height,BFCN7,ft,4.49,2078.89
1400,2024-09-25 06:25:00+00:00,stage height,BFCN7,ft,4.61,2079.01
1401,2024-09-25 06:30:00+00:00,stage height,BFCN7,ft,4.72,2079.1199
1402,2024-09-25 06:35:00+00:00,stage height,BFCN7,ft,4.78,2079.18
1403,2024-09-25 06:45:00+00:00,stage height,BFCN7,ft,4.88,2079.2798
1404,2024-09-25 06:55:00+00:00,stage height,BFCN7,ft,4.99,2079.39
1405,2024-09-25 07:05:00+00:00,stage height,BFCN7,ft,5.08,2079.48
1406,2024-09-25 07:20:00+00:00,stage height,BFCN7,ft,5.19,2079.5898
1407,2024-09-25 07:35:00+00:00,stage height,BFCN7,ft,5.3,2079.7
1408,2024-09-25 07:50:00+00:00,stage height,BFCN7,ft,5.4,2079.7998
1409,2024-09-25 08:05:00+00:00,stage height,BFCN7,ft,5.52,2079.92
1410,2024-09-25 08:25:00+00:00,stage height,BFCN7,ft,5.62,2080.02
1411,2024-09-25 08:35:00+00:00,stage height,BFCN7,ft,5.66,2080.0598
1412,2024-09-25 09:05:00+00:00,stage height,BFCN7,ft,5.69,2080.0898
1413,2024-09-25 09:35:00+00:00,stage height,BFCN7,ft,5.65,2080.0498
1414,2024-09-25 10:05:00+00:00,stage height,BFCN7,ft,5.56,2079.96
1415,2024-09-25 10:35:00+00:00,stage height,BFCN7,ft,5.45,2079.8499
1416,2024-09-25 10:55:00+00:00,stage height,BFCN7,ft,5.35,2079.75
1417,2024-09-25 11:05:00+00:00,stage height,BFCN7,ft,5.3,2079.7
1418,2024-09-25 11:20:00+00:00,stage height,BFCN7,ft,5.2,2079.5999
1419,2024-09-25 11:35:00+00:00,stage height,BFCN7,ft,5.09,2079.49
1420,2024-09-25 11:50:00+00:00,stage height,BFCN7,ft,4.98,2079.38
1421,2024-09-25 12:00:00+00:00,stage height,BFCN7,ft,4.88,2079.2798
1422,2024-09-25 12:05:00+00:00,stage height,BFCN7,ft,4.84,2079.24
1423,2024-09-25 12:20:00+00:00,stage height,BFCN7,ft,4.73,2079.13
1424,2024-09-25 12:30:00+00:00,stage height,BFCN7,ft,4.63,2079.0298
1425,2024-09-25 12:35:00+00:00,stage height,BFCN7,ft,4.57,2078.97
1426,2024-09-25 12:50:00+00:00,stage height,BFCN7,ft,4.46,2078.8599
1427,2024-09-25 13:00:00+00:00,stage height,BFCN7,ft,4.36,2078.76
1428,2024-09-25 13:05:00+00:00,stage height,BFCN7,ft,4.31,2078.71
1429,2024-09-25 13:20:00+00:00,stage height,BFCN7,ft,4.21,2078.6099
1430,2024-09-25 13:30:00+00:00,stage height,BFCN7,ft,4.11,2078.51
1431,2024-09-25 13:35:00+00:00,stage height,BFCN7,ft,4.06,2078.46
1432,2024-09-25 13:50:00+00:00,stage height,BFCN7,ft,3.95,2078.3499
1433,2024-09-25 14:00:00+00:00,stage height,BFCN7,ft,3.85,2078.25
1434,2024-09-25 14:05:00+00:00,stage height,BFCN7,ft,3.82,2078.22
1435,2024-09-25 14:20:00+00:00,stage height,BFCN7,ft,3.71,2078.1099
1436,2024-09-25 14:35:00+00:00,stage height,BFCN7,ft,3.61,2078.01
1437,2024-09-25 14:55:00+00:00,stage height,BFCN7,ft,3.51,2077.91
1438,2024-09-25 15:05:00+00:00,stage height,BFCN7,ft,3.44,2077.8398
1439,2024-09-25 15:25:00+00:00,stage height,BFCN7,ft,3.34,2077.74
1440,2024-09-25 15:35:00+00:00,stage height,BFCN7,ft,3.3,2077.7
1441,2024-09-25 16:00:00+00:00,stage height,BFCN7,ft,3.2,2077.5999
1442,2024-09-25 16:05:00+00:00,stage height,BFCN7,ft,3.18,2077.5798
1443,2024-09-25 16:35:00+00:00,stage height,BFCN7,ft,3.07,2077.47
1444,2024-09-25 17:05:00+00:00,stage height,BFCN7,ft,2.97,2077.3699
1445,2024-09-25 17:35:00+00:00,stage height,BFCN7,ft,2.88,2077.2798
1446,2024-09-25 18:05:00+00:00,stage height,BFCN7,ft,2.79,2077.19
1447,2024-09-25 18:35:00+00:00,stage height,BFCN7,ft,2.71,2077.1099
1448,2024-09-25 19:05:00+00:00,stage height,BFCN7,ft,2.65,2077.0498
1449,2024-09-25 19:35:00+00:00,stage height,BFCN7,ft,2.58,2076.98
1450,2024-09-25 20:05:00+00:00,stage height,BFCN7,ft,2.52,2076.92
1451,2024-09-25 20:35:00+00:00,stage height,BFCN7,ft,2.47,2076.8699
1452,2024-09-25 21:05:00+00:00,stage height,BFCN7,ft,2.44,2076.8398
1453,2024-09-25 21:35:00+00:00,stage height,BFCN7,ft,2.42,2076.8198
1454,2024-09-25 22:05:00+00:00,stage height,BFCN7,ft,2.41,2076.8098
1455,2024-09-25 22:35:00+00:00,stage height,BFCN7,ft,2.39,2076.7898
1456,2024-09-25 23:05:00+00:00,stage height,BFCN7,ft,2.34,2076.74
1457,2024-09-25 23:25:00+00:00,stage height,BFCN7,ft,2.45,2076.8499
1458,2024-09-25 23:30:00+00:00,stage height,BFCN7,ft,2.56,2076.96
1459,2024-09-25 23:35:00+00:00,stage height,BFCN7,ft,2.67,2077.0698
1460,2024-09-25 23:40:00+00:00,stage height,BFCN7,ft,2.79,2077.19
1461,2024-09-25 23:45:00+00:00,stage height,BFCN7,ft,3.16,2077.5598
1462,2024-09-25 23:50:00+00:00,stage height,BFCN7,ft,3.49,2077.89
1463,2024-09-25 23:55:00+00:00,stage height,BFCN7,ft,4.1,2078.5
1464,2024-09-26 00:00:00+00:00,stage height,BFCN7,ft,4.62,2079.02
1465,2024-09-26 00:05:00+00:00,stage height,BFCN7,ft,4.98,2079.38
1466,2024-09-26 00:10:00+00:00,stage height,BFCN7,ft,5.46,2079.8599
1467,2024-09-26 00:15:00+00:00,stage height,BFCN7,ft,5.73,2080.13
1468,2024-09-26 00:20:00+00:00,stage height,BFCN7,ft,6.06,2080.46
1469,2024-09-26 00:25:00+00:00,stage height,BFCN7,ft,6.19,2080.5898
1470,2024-09-26 00:30:00+00:00,stage height,BFCN7,ft,6.43,2080.8298
1471,2024-09-26 00:35:00+00:00,stage height,BFCN7,ft,6.54,2080.94
1472,2024-09-26 00:40:00+00:00,stage height,BFCN7,ft,6.65,2081.0498
1473,2024-09-26 00:50:00+00:00,stage height,BFCN7,ft,6.76,2081.16
1474,2024-09-26 01:00:00+00:00,stage height,BFCN7,ft,6.87,2081.27
1475,2024-09-26 01:05:00+00:00,stage height,BFCN7,ft,6.87,2081.27
1476,2024-09-26 01:15:00+00:00,stage height,BFCN7,ft,6.76,2081.16
1477,2024-09-26 01:20:00+00:00,stage height,BFCN7,ft,6.65,2081.0498
1478,2024-09-26 01:35:00+00:00,stage height,BFCN7,ft,6.55,2080.95
1479,2024-09-26 02:05:00+00:00,stage height,BFCN7,ft,6.48,2080.88
1480,2024-09-26 02:35:00+00:00,stage height,BFCN7,ft,6.57,2080.97
1481,2024-09-26 03:05:00+00:00,stage height,BFCN7,ft,6.67,2081.0698
1482,2024-09-26 03:35:00+00:00,stage height,BFCN7,ft,6.75,2081.15
